School Year,District Code,District Name,County,School Code,School Name,TYPE,INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
2016,17415,Kent School District,King,4545,Emerald Park Elementary School,Elementary,78.0,494,2,152,78,0,121,69,72,0.4%,30.8%,15.8%,0.0%,24.5%,14.0%,14.6%
2016,17412,Shoreline School District,King,2990,Briarcrest Elementary,Elementary,71.4,495,1,63,50,0,228,72,81,0.2%,12.7%,10.1%,0.0%,46.1%,14.5%,16.4%
2016,17417,Northshore School District,Snohomish,3287,Westhill Elementary,Elementary,58.7,495,0,45,17,0,300,73,60,0.0%,9.1%,3.4%,0.0%,60.6%,14.7%,12.1%
2016,17408,Auburn School District,King,3745,Evergreen Heights Elementary,Elementary,75.3,496,0,79,47,2,186,67,115,0.0%,15.9%,9.5%,0.4%,37.5%,13.5%,23.2%
2016,17408,Auburn School District,King,2326,Washington Elementary School,Elementary,72.8,496,2,17,45,5,149,96,182,0.4%,3.4%,9.1%,1.0%,30.0%,19.4%,36.7%
2016,17210,Federal Way School District,King,3583,Wildwood Elementary School,Elementary,61.3,496,0,23,49,4,61,70,289,0.0%,4.6%,9.9%,0.8%,12.3%,14.1%,58.3%
2016,17403,Renton School District,King,3034,Campbell Hill Elementary School,Elementary,75.9,498,5,131,164,0,35,56,107,1.0%,26.3%,32.9%,0.0%,7.0%,11.2%,21.5%
2016,31002,Everett School District,Snohomish,4298,Silver Firs Elementary,Elementary,58.0,499,2,58,15,0,306,46,72,0.4%,11.6%,3.0%,0.0%,61.3%,9.2%,14.4%
2016,17001,Seattle Public Schools,King,2063,John Hay Elementary School,Elementary,59.6,500,0,66,21,0,298,76,39,0.0%,13.2%,4.2%,0.0%,59.6%,15.2%,7.8%
2016,31401,Stanwood-Camano School District,Snohomish,4512,Port Susan Middle School,Middle,28.5,501,7,8,2,0,421,26,37,1.4%,1.6%,0.4%,0.0%,84.0%,5.2%,7.4%
2016,17412,Shoreline School District,King,3230,Brookside Elementary,Elementary,56.8,502,1,37,16,1,311,93,43,0.2%,7.4%,3.2%,0.2%,62.0%,18.5%,8.6%
2016,31006,Mukilteo School District,Snohomish,4469,Endeavour Elementary,Elementary,70.0,503,0,170,22,1,201,61,48,0.0%,33.8%,4.4%,0.2%,40.0%,12.1%,9.5%
2016,31103,Monroe School District,Snohomish,4594,Fryelands Elementary,Elementary,51.0,503,1,10,3,0,328,39,122,0.2%,2.0%,0.6%,0.0%,65.2%,7.8%,24.3%
2016,17210,Federal Way School District,King,3625,Nautilus K-8 School,Elementary Middle,74.6,503,2,43,47,0,168,86,157,0.4%,8.5%,9.3%,0.0%,33.4%,17.1%,31.2%
2016,31401,Stanwood-Camano School District,Snohomish,4513,Cedarhome Elementary School,Elementary,28.6,504,2,7,4,0,423,28,40,0.4%,1.4%,0.8%,0.0%,83.9%,5.6%,7.9%
2016,17001,Seattle Public Schools,King,1620,Pathfinder K-8 School,Elementary Middle,50.9,505,3,29,25,0,343,70,35,0.6%,5.7%,5.0%,0.0%,67.9%,13.9%,6.9%
2016,17415,Kent School District,King,4293,Ridgewood Elementary School,Elementary,70.7,505,1,115,35,0,228,78,48,0.2%,22.8%,6.9%,0.0%,45.1%,15.4%,9.5%
2016,17415,Kent School District,King,3388,Covington Elementary School,Elementary,69.7,506,5,68,30,0,239,54,110,1.0%,13.4%,5.9%,0.0%,47.2%,10.7%,21.7%
2016,31015,Edmonds School District,Snohomish,3607,Hazelwood Elementary,Elementary,70.3,506,3,87,29,1,236,57,93,0.6%,17.2%,5.7%,0.2%,46.6%,11.3%,18.4%
2016,17412,Shoreline School District,King,3231,Highland Terrace Elementary,Elementary,56.6,507,3,57,21,0,319,66,41,0.6%,11.2%,4.1%,0.0%,62.9%,13.0%,8.1%
2016,17210,Federal Way School District,King,4456,Saghalie Middle School,Middle,74.3,507,5,30,65,1,126,86,194,1.0%,5.9%,12.8%,0.2%,24.9%,17.0%,38.3%
2016,31004,Lake Stevens School District,Snohomish,4392,Skyline Elementary,Elementary,48.3,507,0,14,8,0,351,52,82,0.0%,2.8%,1.6%,0.0%,69.2%,10.3%,16.2%
2016,17407,Riverview School District,King,3101,Cherry Valley Elementary School,Elementary,41.5,508,1,17,2,0,380,40,68,0.2%,3.3%,0.4%,0.0%,74.8%,7.9%,13.4%
2016,17405,Bellevue School District,King,3225,Lake Hills Elementary,Elementary,73.0,511,2,102,19,0,142,55,191,0.4%,20.0%,3.7%,0.0%,27.8%,10.8%,37.4%
2016,17001,Seattle Public Schools,King,2120,Van Asselt Elementary School,Elementary,66.8,511,1,212,195,1,21,34,47,0.2%,41.5%,38.2%,0.2%,4.1%,6.7%,9.2%
2016,17401,Highline School District,King,5064,Global Connections High School,High,72.1,514,2,104,97,1,63,26,221,0.4%,20.2%,18.9%,0.2%,12.3%,5.1%,43.0%
2016,31025,Marysville School District,Snohomish,3537,Sunnyside Elementary,Elementary,57.9,514,8,39,9,4,312,39,103,1.6%,7.6%,1.8%,0.8%,60.7%,7.6%,20.0%
2016,17210,Federal Way School District,King,4422,Rainier View Elementary School (Federal Way),Elementary,76.9,515,1,25,114,0,145,110,120,0.2%,4.9%,22.1%,0.0%,28.2%,21.4%,23.3%
2016,17414,Lake Washington School District,King,3591,Franklin Elementary,Elementary,63.4,516,0,175,3,0,251,50,37,0.0%,33.9%,0.6%,0.0%,48.6%,9.7%,7.2%
2016,17414,Lake Washington School District,King,4354,Mcauliffe Elementary,Elementary,59.4,516,0,139,8,1,293,33,42,0.0%,26.9%,1.6%,0.2%,56.8%,6.4%,8.1%
2016,17414,Lake Washington School District,King,3041,Lakeview Elementary,Elementary,44.6,518,2,49,9,0,378,35,45,0.4%,9.5%,1.7%,0.0%,73.0%,6.8%,8.7%
2016,31015,Edmonds School District,Snohomish,2887,Martha Lake Elementary,Elementary,72.2,518,3,118,38,0,222,53,84,0.6%,22.8%,7.3%,0.0%,42.9%,10.2%,16.2%
2016,31025,Marysville School District,Snohomish,3964,Liberty Elementary,Elementary,67.0,520,31,23,5,1,207,46,207,6.0%,4.4%,1.0%,0.2%,39.8%,8.8%,39.8%
2016,17405,Bellevue School District,King,2846,Enatai Elementary School,Elementary,69.2,521,0,146,19,0,233,65,58,0.0%,28.0%,3.6%,0.0%,44.7%,12.5%,11.1%
2016,17415,Kent School District,King,3550,Lake Youngs Elementary School,Elementary,69.3,523,1,111,28,0,249,68,66,0.2%,21.2%,5.4%,0.0%,47.6%,13.0%,12.6%
2016,17414,Lake Washington School District,King,3941,Kirk Elementary,Elementary,39.6,526,1,45,8,0,403,42,27,0.2%,8.6%,1.5%,0.0%,76.6%,8.0%,5.1%
2016,31332,Granite Falls School District,Snohomish,4330,Mountain Way Elementary,Elementary,30.3,526,9,3,9,0,435,14,56,1.7%,0.6%,1.7%,0.0%,82.7%,2.7%,10.6%
2016,17001,Seattle Public Schools,King,2141,Thurgood Marshall Elementary,Elementary,71.7,527,1,90,95,0,234,75,32,0.2%,17.1%,18.0%,0.0%,44.4%,14.2%,6.1%
2016,31025,Marysville School District,Snohomish,5123,Grove Elementary,Elementary,61.0,528,18,33,3,0,305,92,77,3.4%,6.3%,0.6%,0.0%,57.8%,17.4%,14.6%
2016,31201,Snohomish School District,Snohomish,3561,Riverview Elementary,Elementary,37.4,529,0,10,3,0,411,34,71,0.0%,1.9%,0.6%,0.0%,77.7%,6.4%,13.4%
2016,17001,Seattle Public Schools,King,2142,West Woodland Elementary School,Elementary,41.0,532,0,30,9,0,402,56,35,0.0%,5.6%,1.7%,0.0%,75.6%,10.5%,6.6%
2016,17401,Highline School District,King,2734,McMicken Heights Elementary,Elementary,76.7,533,1,88,124,3,95,42,180,0.2%,16.5%,23.3%,0.6%,17.8%,7.9%,33.8%
2016,31201,Snohomish School District,Snohomish,4241,Dutch Hill Elementary,Elementary,25.4,534,2,8,0,0,459,31,34,0.4%,1.5%,0.0%,0.0%,86.0%,5.8%,6.4%
2016,17415,Kent School District,King,4413,George T. Daniel Elementary School,Elementary,77.6,534,0,73,113,3,105,66,174,0.0%,13.7%,21.2%,0.6%,19.7%,12.4%,32.6%
2016,31025,Marysville School District,Snohomish,3651,Pinewood Elementary,Elementary,57.7,534,10,16,6,0,320,65,117,1.9%,3.0%,1.1%,0.0%,59.9%,12.2%,21.9%
2016,17415,Kent School District,King,3677,Springbrook Elementary School,Elementary,71.7,534,3,88,77,1,88,36,241,0.6%,16.5%,14.4%,0.2%,16.5%,6.7%,45.1%
2016,31002,Everett School District,Snohomish,3533,Jefferson Elementary,Elementary,56.5,535,1,53,29,0,337,38,77,0.2%,9.9%,5.4%,0.0%,63.0%,7.1%,14.4%
2016,17414,Lake Washington School District,King,4532,Blackwell Elementary,Elementary,58.7,536,0,184,6,0,288,29,29,0.0%,34.3%,1.1%,0.0%,53.7%,5.4%,5.4%
2016,31015,Edmonds School District,Snohomish,3410,Spruce Elementary,Elementary,77.0,536,1,93,73,1,173,58,137,0.2%,17.4%,13.6%,0.2%,32.3%,10.8%,25.6%
2016,17412,Shoreline School District,King,3527,Melvin G Syre Elementary,Elementary,50.4,537,3,28,17,0,366,74,49,0.6%,5.2%,3.2%,0.0%,68.2%,13.8%,9.1%
2016,17414,Lake Washington School District,King,4018,Dickinson Elementary,Elementary,65.9,538,3,143,11,1,266,36,78,0.6%,26.6%,2.0%,0.2%,49.4%,6.7%,14.5%
2016,31015,Edmonds School District,Snohomish,1966,Edmonds Heights K-12,Elementary Middle High,51.9,538,2,27,12,1,359,75,62,0.4%,5.0%,2.2%,0.2%,66.7%,13.9%,11.5%
2016,31002,Everett School District,Snohomish,3002,View Ridge Elementary (Everett),Elementary,42.6,539,1,25,17,0,401,33,62,0.2%,4.6%,3.2%,0.0%,74.4%,6.1%,11.5%
2016,17417,Northshore School District,Snohomish,4069,Wellington Elementary,Elementary,46.2,541,0,62,5,0,387,48,39,0.0%,11.5%,0.9%,0.0%,71.5%,8.9%,7.2%
2016,17411,Issaquah School District,King,4565,Cascade Ridge Elementary,Elementary,60.3,542,0,186,4,0,282,42,28,0.0%,34.3%,0.7%,0.0%,52.0%,7.7%,5.2%
2016,31016,Arlington School District,Snohomish,4154,Presidents Elementary,Elementary,39.6,542,7,5,0,0,413,59,58,1.3%,0.9%,0.0%,0.0%,76.2%,10.9%,10.7%
2016,31103,Monroe School District,Snohomish,4362,Chain Lake Elementary School,Elementary,33.2,544,0,13,4,0,440,38,49,0.0%,2.4%,0.7%,0.0%,80.9%,7.0%,9.0%
2016,31311,Sultan School District,Snohomish,2229,Sultan Elementary School,Elementary,43.0,544,2,10,4,1,397,30,100,0.4%,1.8%,0.7%,0.2%,73.0%,5.5%,18.4%
2016,17001,Seattle Public Schools,King,2138,Adams Elementary School,Elementary,47.6,545,2,20,24,0,385,63,51,0.4%,3.7%,4.4%,0.0%,70.6%,11.6%,9.4%
2016,17001,Seattle Public Schools,King,2090,Frantz Coe Elementary School,Elementary,44.8,545,2,22,12,0,396,53,60,0.4%,4.0%,2.2%,0.0%,72.7%,9.7%,11.0%
2016,17408,Auburn School District,King,2932,Dick Scobee Elementary School,Elementary,71.5,546,0,27,44,3,201,84,187,0.0%,4.9%,8.1%,0.5%,36.8%,15.4%,34.2%
2016,17414,Lake Washington School District,King,3703,Rush Elementary,Elementary,64.0,546,0,223,8,0,233,40,42,0.0%,40.8%,1.5%,0.0%,42.7%,7.3%,7.7%
2016,31002,Everett School District,Snohomish,3686,Monroe Elementary,Elementary,60.7,547,0,45,30,0,319,53,100,0.0%,8.2%,5.5%,0.0%,58.3%,9.7%,18.3%
2016,17415,Kent School District,King,3491,Park Orchard Elementary School,Elementary,76.6,547,2,108,82,1,97,61,196,0.4%,19.7%,15.0%,0.2%,17.7%,11.2%,35.8%
2016,31311,Sultan School District,Snohomish,4274,Sultan Senior High School,High,40.2,547,13,9,8,1,413,14,89,2.4%,1.6%,1.5%,0.2%,75.5%,2.6%,16.3%
2016,17417,Northshore School District,Snohomish,2993,Kenmore Elementary,Elementary,65.5,548,0,51,14,0,272,58,153,0.0%,9.3%,2.6%,0.0%,49.6%,10.6%,27.9%
2016,17412,Shoreline School District,King,2185,Lake Forest Park Elementary,Elementary,57.1,548,3,40,31,0,343,63,68,0.5%,7.3%,5.7%,0.0%,62.6%,11.5%,12.4%
2016,17403,Renton School District,King,5229,Honey Dew Elementary,Elementary,68.1,549,1,86,44,1,118,31,268,0.2%,15.7%,8.0%,0.2%,21.5%,5.6%,48.8%
2016,17417,Northshore School District,Snohomish,3679,Shelton View Elementary,Elementary,63.9,549,2,155,9,1,282,56,44,0.4%,28.2%,1.6%,0.2%,51.4%,10.2%,8.0%
2016,31015,Edmonds School District,Snohomish,3689,Hilltop Elementary (Edmonds),Elementary,58.8,550,3,85,12,0,332,66,52,0.5%,15.5%,2.2%,0.0%,60.4%,12.0%,9.5%
2016,17414,Lake Washington School District,King,3922,Kamiakin Middle School,Middle,67.9,550,1,116,10,0,263,51,109,0.2%,21.1%,1.8%,0.0%,47.8%,9.3%,19.8%
2016,17001,Seattle Public Schools,King,3517,McClure Middle School,Middle,53.3,550,4,53,30,0,364,41,58,0.7%,9.6%,5.5%,0.0%,66.2%,7.5%,10.5%
2016,17414,Lake Washington School District,King,2289,Redmond Elementary,Elementary,70.5,550,0,210,14,0,187,55,84,0.0%,38.2%,2.5%,0.0%,34.0%,10.0%,15.3%
2016,17210,Federal Way School District,King,3701,Kilo Middle School,Middle,72.9,551,3,54,42,0,196,72,184,0.5%,9.8%,7.6%,0.0%,35.6%,13.1%,33.4%
2016,17417,Northshore School District,Snohomish,3390,Lockwood Elementary,Elementary,55.8,552,3,87,10,0,349,56,47,0.5%,15.8%,1.8%,0.0%,63.2%,10.1%,8.5%
2016,17403,Renton School District,King,3587,Benson Hill Elementary School,Elementary,77.6,554,3,178,68,0,130,81,94,0.5%,32.1%,12.3%,0.0%,23.5%,14.6%,17.0%
2016,31015,Edmonds School District,Snohomish,3302,Beverly Elementary,Elementary,71.9,554,5,58,36,0,240,87,128,0.9%,10.5%,6.5%,0.0%,43.3%,15.7%,23.1%
2016,17414,Lake Washington School District,King,3441,Twain Elementary,Elementary,59.1,554,4,81,6,0,332,60,71,0.7%,14.6%,1.1%,0.0%,59.9%,10.8%,12.8%
2016,31025,Marysville School District,Snohomish,5350,Quil Ceda Tulalip Elementary,Elementary,72.8,555,206,2,6,0,154,94,93,37.1%,0.4%,1.1%,0.0%,27.7%,16.9%,16.8%
2016,31025,Marysville School District,Snohomish,2813,Totem Middle School (Marysville),Middle,72.0,555,100,32,7,0,247,84,85,18.0%,5.8%,1.3%,0.0%,44.5%,15.1%,15.3%
2016,17400,Mercer Island School District,King,3162,Island Park Elementary,Elementary,57.8,556,0,113,4,0,333,78,28,0.0%,20.3%,0.7%,0.0%,59.9%,14.0%,5.0%
2016,17403,Renton School District,King,3337,Cascade Elementary School,Elementary,79.0,558,6,94,87,0,125,83,163,1.1%,16.8%,15.6%,0.0%,22.4%,14.9%,29.2%
2016,17408,Auburn School District,King,4347,Hazelwood Elementary School (Auburn),Elementary,63.0,558,9,45,5,0,292,47,160,1.6%,8.1%,0.9%,0.0%,52.3%,8.4%,28.7%
2016,17402,Vashon Island School District,King,4468,Chautauqua Elementary,Elementary,44.1,560,0,4,7,0,406,65,78,0.0%,0.7%,1.3%,0.0%,72.5%,11.6%,13.9%
2016,17406,Tukwila School District,King,3488,Tukwila Elementary,Elementary,78.3,560,1,120,104,3,85,73,174,0.2%,21.4%,18.6%,0.5%,15.2%,13.0%,31.1%
2016,17412,Shoreline School District,King,3958,Meridian Park Elementary School,Elementary,70.5,561,2,114,45,0,261,70,69,0.4%,20.3%,8.0%,0.0%,46.5%,12.5%,12.3%
2016,17414,Lake Washington School District,King,5265,Tesla STEM High School,High,59.3,561,1,228,2,0,273,32,25,0.2%,40.6%,0.4%,0.0%,48.7%,5.7%,4.5%
2016,17412,Shoreline School District,King,2703,Ridgecrest Elementary,Elementary,69.6,562,0,78,48,0,270,104,62,0.0%,13.9%,8.5%,0.0%,48.0%,18.5%,11.0%
2016,17415,Kent School District,King,4581,Millennium Elementary School,Elementary,77.1,563,1,100,94,0,170,48,150,0.2%,17.8%,16.7%,0.0%,30.2%,8.5%,26.6%
2016,17414,Lake Washington School District,King,3548,Audubon Elementary,Elementary,61.4,564,0,263,5,0,226,38,32,0.0%,46.6%,0.9%,0.0%,40.1%,6.7%,5.7%
2016,17411,Issaquah School District,King,4376,Discovery Elementary (Issaquah),Elementary,60.6,564,0,274,2,0,219,34,35,0.0%,48.6%,0.4%,0.0%,38.8%,6.0%,6.2%
2016,17415,Kent School District,King,4420,Sunrise Elementary School (Kent),Elementary,74.8,564,0,186,51,0,179,80,68,0.0%,33.0%,9.0%,0.0%,31.7%,14.2%,12.1%
2016,17405,Bellevue School District,King,3166,Highland Middle School,Middle,72.8,565,0,100,30,0,220,61,154,0.0%,17.7%,5.3%,0.0%,38.9%,10.8%,27.3%
2016,17414,Lake Washington School District,King,2308,Kirkland Middle School,Middle,40.6,569,4,53,6,0,432,38,36,0.7%,9.3%,1.1%,0.0%,75.9%,6.7%,6.3%
2016,17405,Bellevue School District,King,3436,Medina Elementary School,Elementary,59.8,569,0,251,2,0,255,43,18,0.0%,44.1%,0.4%,0.0%,44.8%,7.6%,3.2%
2016,17401,Highline School District,King,3163,Cascade Middle School,Middle,68.1,570,8,118,75,0,56,30,283,1.4%,20.7%,13.2%,0.0%,9.8%,5.3%,49.6%
2016,31006,Mukilteo School District,Snohomish,4342,Columbia Elementary,Elementary,68.6,572,2,90,25,0,281,92,82,0.3%,15.7%,4.4%,0.0%,49.1%,16.1%,14.3%
2016,17210,Federal Way School District,King,3582,Valhalla Elementary School,Elementary,71.6,573,3,69,39,0,129,80,253,0.5%,12.0%,6.8%,0.0%,22.5%,14.0%,44.2%
2016,17401,Highline School District,King,2842,Shorewood Elementary,Elementary,74.8,574,6,99,52,0,220,62,135,1.0%,17.2%,9.1%,0.0%,38.3%,10.8%,23.5%
2016,17405,Bellevue School District,King,3522,International School,Middle High,60.5,575,1,208,4,0,289,60,13,0.2%,36.2%,0.7%,0.0%,50.3%,10.4%,2.3%
2016,17415,Kent School District,King,4465,Meadow Ridge Elementary School,Elementary,78.9,575,4,143,105,0,125,60,138,0.7%,24.9%,18.3%,0.0%,21.7%,10.4%,24.0%
2016,31004,Lake Stevens School District,Snohomish,4391,Glenwood Elementary,Elementary,34.7,577,1,6,5,0,460,66,39,0.2%,1.0%,0.9%,0.0%,79.7%,11.4%,6.8%
2016,17403,Renton School District,King,2640,Highlands Elementary School,Elementary,70.5,577,1,107,58,0,97,46,268,0.2%,18.5%,10.1%,0.0%,16.8%,8.0%,46.4%
2016,17210,Federal Way School District,King,3567,Sunnycrest Elementary School (Federal Way),Elementary,70.5,577,4,41,71,1,81,109,270,0.7%,7.1%,12.3%,0.2%,14.0%,18.9%,46.8%
2016,31006,Mukilteo School District,Snohomish,4165,Picnic Point Elementary,Elementary,71.5,578,1,64,59,0,262,80,112,0.2%,11.1%,10.2%,0.0%,45.3%,13.8%,19.4%
2016,17405,Bellevue School District,King,3224,Puesta del Sol Elementary School,Elementary,63.9,580,0,72,5,0,312,80,111,0.0%,12.4%,0.9%,0.0%,53.8%,13.8%,19.1%
2016,17405,Bellevue School District,King,3742,Cherry Crest Elementary School,Elementary,59.2,581,0,290,3,0,227,44,17,0.0%,49.9%,0.5%,0.0%,39.1%,7.6%,2.9%
2016,31016,Arlington School District,Snohomish,4327,Eagle Creek Elementary,Elementary,45.4,581,6,4,1,1,410,37,122,1.0%,0.7%,0.2%,0.2%,70.6%,6.4%,21.0%
2016,17210,Federal Way School District,King,3627,Mark Twain Elementary School,Elementary,67.4,582,1,54,110,3,48,69,297,0.2%,9.3%,18.9%,0.5%,8.2%,11.9%,51.0%
2016,17408,Auburn School District,King,3825,Alpac Elementary School,Elementary,68.0,583,1,56,14,3,268,72,169,0.2%,9.6%,2.4%,0.5%,46.0%,12.3%,29.0%
2016,17411,Issaquah School District,King,4300,Challenger Elementary (Issaquah),Elementary,64.1,584,0,170,6,0,295,66,47,0.0%,29.1%,1.0%,0.0%,50.5%,11.3%,8.0%
2016,31016,Arlington School District,Snohomish,4573,Pioneer Elementary (Arlington),Elementary,40.8,584,1,7,8,0,440,60,68,0.2%,1.2%,1.4%,0.0%,75.3%,10.3%,11.6%
2016,31103,Monroe School District,Snohomish,3060,Frank Wagner Elementary,Elementary,60.2,585,1,10,2,0,191,74,307,0.2%,1.7%,0.3%,0.0%,32.6%,12.6%,52.5%
2016,31332,Granite Falls School District,Snohomish,2580,Granite Falls High School,High,25.8,586,8,8,2,0,502,18,48,1.4%,1.4%,0.3%,0.0%,85.7%,3.1%,8.2%
2016,17414,Lake Washington School District,King,3590,Finn Hill Middle School,Middle,51.6,588,2,55,16,0,396,62,57,0.3%,9.4%,2.7%,0.0%,67.3%,10.5%,9.7%
2016,17411,Issaquah School District,King,4375,Cougar Ridge Elementary,Elementary,61.9,589,1,206,6,0,293,56,27,0.2%,35.0%,1.0%,0.0%,49.7%,9.5%,4.6%
2016,17415,Kent School District,King,2851,East Hill Elementary School,Elementary,78.5,589,0,113,116,3,104,74,179,0.0%,19.2%,19.7%,0.5%,17.7%,12.6%,30.4%
2016,31002,Everett School District,Snohomish,3184,Emerson Elementary School (Everett),Elementary,69.7,589,1,63,31,1,236,53,204,0.2%,10.7%,5.3%,0.2%,40.1%,9.0%,34.6%
2016,17408,Auburn School District,King,3669,Gildo Rey Elementary School,Elementary,60.1,590,2,26,26,1,132,62,341,0.3%,4.4%,4.4%,0.2%,22.4%,10.5%,57.8%
2016,17001,Seattle Public Schools,King,2372,Bryant Elementary School,Elementary,38.9,591,3,32,8,1,455,69,23,0.5%,5.4%,1.4%,0.2%,77.0%,11.7%,3.9%
2016,17411,Issaquah School District,King,4592,Newcastle Elementary School,Elementary,65.8,592,0,171,9,0,286,83,43,0.0%,28.9%,1.5%,0.0%,48.3%,14.0%,7.3%
2016,17001,Seattle Public Schools,King,2667,View Ridge Elementary School (Seattle),Elementary,52.8,592,2,84,12,0,389,78,27,0.3%,14.2%,2.0%,0.0%,65.7%,13.2%,4.6%
2016,17410,Snoqualmie Valley School District,King,2287,North Bend Elementary School,Elementary,37.5,593,0,34,1,0,462,32,64,0.0%,5.7%,0.2%,0.0%,77.9%,5.4%,10.8%
2016,17408,Auburn School District,King,4417,Ilalko Elementary School,Elementary,72.2,595,6,52,24,7,229,93,184,1.0%,8.7%,4.0%,1.2%,38.5%,15.6%,30.9%
2016,31015,Edmonds School District,Snohomish,3608,Oak Heights Elementary,Elementary,67.5,595,1,102,29,0,299,61,103,0.2%,17.1%,4.9%,0.0%,50.3%,10.3%,17.3%
2016,31016,Arlington School District,Snohomish,3124,Post Middle School,Middle,33.9,595,7,11,7,2,478,21,69,1.2%,1.8%,1.2%,0.3%,80.3%,3.5%,11.6%
2016,17401,Highline School District,King,3382,Seahurst Elementary School,Elementary,68.9,596,7,55,65,2,109,62,296,1.2%,9.2%,10.9%,0.3%,18.3%,10.4%,49.7%
2016,17402,Vashon Island School District,King,2419,Vashon Island High School,High,39.5,596,6,21,6,0,457,60,46,1.0%,3.5%,1.0%,0.0%,76.7%,10.1%,7.7%
2016,17414,Lake Washington School District,King,4096,Mead Elementary,Elementary,56.5,600,2,154,2,0,360,39,43,0.3%,25.7%,0.3%,0.0%,60.0%,6.5%,7.2%
2016,17401,Highline School District,King,2983,North Hill Elementary,Elementary,71.4,601,10,45,63,1,275,95,112,1.7%,7.5%,10.5%,0.2%,45.8%,15.8%,18.6%
2016,17414,Lake Washington School District,King,4336,Wilder Elementary,Elementary,59.5,604,1,214,7,0,316,36,30,0.2%,35.4%,1.2%,0.0%,52.3%,6.0%,5.0%
2016,31015,Edmonds School District,Snohomish,3503,Lynnwood Elementary,Elementary,74.4,605,3,108,42,0,236,82,134,0.5%,17.9%,6.9%,0.0%,39.0%,13.6%,22.1%
2016,17409,Tahoma School District,King,3341,Tahoma Middle School,Middle,35.4,606,1,20,8,1,482,49,45,0.2%,3.3%,1.3%,0.2%,79.5%,8.1%,7.4%
2016,17401,Highline School District,King,3098,Chinook Middle School (Highline),Middle,71.3,608,3,110,103,2,78,36,276,0.5%,18.1%,16.9%,0.3%,12.8%,5.9%,45.4%
2016,17403,Renton School District,King,2597,Kennydale Elementary School,Elementary,73.4,608,1,172,31,0,224,64,116,0.2%,28.3%,5.1%,0.0%,36.8%,10.5%,19.1%
2016,17411,Issaquah School District,King,3386,Sunny Hills Elementary,Elementary,62.3,610,0,179,7,0,320,63,41,0.0%,29.3%,1.1%,0.0%,52.5%,10.3%,6.7%
2016,17401,Highline School District,King,2926,Cedarhurst Elementary,Elementary,69.6,615,1,117,53,0,101,50,293,0.2%,19.0%,8.6%,0.0%,16.4%,8.1%,47.6%
2016,17417,Northshore School District,Snohomish,3749,Woodin Elementary,Elementary,65.4,615,0,64,6,1,279,50,215,0.0%,10.4%,1.0%,0.2%,45.4%,8.1%,35.0%
2016,17414,Lake Washington School District,King,4302,Smith Elementary,Elementary,60.1,617,1,299,2,0,245,40,30,0.2%,48.5%,0.3%,0.0%,39.7%,6.5%,4.9%
2016,17401,Highline School District,King,2639,White Center Heights Elementary,Elementary,75.2,617,8,158,137,0,75,29,210,1.3%,25.6%,22.2%,0.0%,12.2%,4.7%,34.0%
2016,17415,Kent School District,King,3389,Scenic Hill Elementary School,Elementary,70.4,618,4,36,118,0,113,62,285,0.6%,5.8%,19.1%,0.0%,18.3%,10.0%,46.1%
2016,17405,Bellevue School District,King,3167,Woodridge Elementary,Elementary,67.4,619,1,255,22,1,231,48,61,0.2%,41.2%,3.6%,0.2%,37.3%,7.8%,9.9%
2016,31004,Lake Stevens School District,Snohomish,3408,Lake Stevens Middle School,Middle,49.4,620,1,18,5,1,423,71,101,0.2%,2.9%,0.8%,0.2%,68.2%,11.5%,16.3%
2016,17415,Kent School District,King,4127,Mattson Middle School,Middle,68.1,621,4,87,41,0,311,65,113,0.6%,14.0%,6.6%,0.0%,50.1%,10.5%,18.2%
2016,17400,Mercer Island School District,King,2981,Lakeridge Elementary School (Mercer Island),Elementary,48.0,622,1,92,6,0,434,61,28,0.2%,14.8%,1.0%,0.0%,69.8%,9.8%,4.5%
2016,17415,Kent School District,King,3233,Meridian Middle School,Middle,78.0,623,2,163,87,1,159,62,149,0.3%,26.2%,14.0%,0.2%,25.5%,10.0%,23.9%
2016,17001,Seattle Public Schools,King,4218,South Shore PK-8 School,Elementary Middle,71.3,623,6,142,279,0,57,84,55,1.0%,22.8%,44.8%,0.0%,9.1%,13.5%,8.8%
2016,17411,Issaquah School District,King,3746,Apollo Elementary,Elementary,65.6,624,0,197,9,0,296,57,65,0.0%,31.6%,1.4%,0.0%,47.4%,9.1%,10.4%
2016,17410,Snoqualmie Valley School District,King,4308,Edwin R Opstad Elementary,Elementary,34.4,625,3,9,9,0,500,33,71,0.5%,1.4%,1.4%,0.0%,80.0%,5.3%,11.4%
2016,17401,Highline School District,King,3097,Marvista Elementary,Elementary,66.5,625,8,46,84,2,325,40,120,1.3%,7.4%,13.4%,0.3%,52.0%,6.4%,19.2%
2016,17417,Northshore School District,Snohomish,3345,Kenmore Junior High,Middle,54.5,626,6,66,16,0,406,63,69,1.0%,10.5%,2.6%,0.0%,64.9%,10.1%,11.0%
2016,17414,Lake Washington School District,King,4147,Rockwell Elementary,Elementary,61.9,626,0,246,3,0,291,56,30,0.0%,39.3%,0.5%,0.0%,46.5%,8.9%,4.8%
